Symbol,logFC,logCPM,PValue,FDR
U2A,-0.331064008,3.67643822,0.307944498,0.548939495
CG42784,-0.343633527,3.371245529,0.308366628,0.549588441
CG4936,0.372257564,4.723723776,0.308474331,0.549676858
CG1969,-0.260799659,4.953522514,0.308668224,0.549874809
CG10948,-0.228307301,5.602575777,0.308736466,0.549874809
pico,0.274121345,5.284468847,0.308759761,0.549874809
dsh,0.311811728,5.588831723,0.308864785,0.549958336
CG9304,0.296107112,4.855587227,0.309362421,0.550617153
px,-0.192097614,6.678380428,0.309385466,0.550617153
spidey,0.23127269,5.896338174,0.309422552,0.550617153
CG7638,0.263380903,5.211885956,0.309467556,0.550617153
CG9590,-0.238745038,5.336482212,0.309570291,0.550696388
CG42494,-0.356831014,1.63707657,0.309841549,0.551034052
f-cup,-0.201932578,6.235705512,0.30992888,0.551034052
CG43313,-0.314940078,4.015330294,0.309934816,0.551034052
Stim,0.18845637,7.412332232,0.310327329,0.551628252
schlank,-0.179397018,7.516977374,0.31096329,0.552654892
CG2807,0.267351106,6.055608699,0.311193269,0.552783495
Prosalpha5,0.208402103,7.391007382,0.311250137,0.552783495
CG9471,0.292669846,4.952852177,0.311266875,0.552783495
Hipk,0.167327844,7.6480614,0.311269337,0.552783495
Mekk1,0.196844169,6.228825453,0.311660454,0.55337422
CG42340,-0.33941665,2.199406592,0.311926173,0.553661838
emc,0.173028918,8.04031068,0.31193947,0.553661838
CG5144,0.33652473,2.300231651,0.312264857,0.553934945
CG10344,-0.330362691,2.701720507,0.31227097,0.553934945
CR43958,-0.392402175,0.875192191,0.312280726,0.553934945
CG8273,-0.305548732,4.189734721,0.312356526,0.553934945
CG9386,-0.321366591,3.828104514,0.312386057,0.553934945
CHOp24,-0.181461498,6.856775321,0.312729402,0.55439614
wfs1,-0.313680383,4.156777132,0.312763327,0.55439614
CG31126,-0.302448765,4.290154056,0.312941476,0.554608025
Jarid2,0.30177693,6.244882102,0.313020415,0.554644038
ftz-f1,0.2655469,6.205955901,0.313081368,0.554648175
CG4747,0.261495411,7.346785263,0.313218961,0.554788059
CG5010,-0.170530018,8.511569499,0.313429521,0.555057108
CG6812,-0.239157335,5.273938868,0.313690608,0.555415518
CG16886,0.438396246,0.34180011,0.313913535,0.555706243
CG1907,-0.177996207,6.861510198,0.314099195,0.555930899
Ge-1,0.236491932,6.006377578,0.314291952,0.55616803
Esyt2,0.203308932,6.209930195,0.314717444,0.556658393
rswl,0.29189864,4.569007581,0.314739046,0.556658393
Ubi-p63E,-0.171469091,7.699334256,0.314745551,0.556658393
sta,0.176014403,10.10348295,0.314963549,0.556822374
CG3703,-0.292854307,4.366935586,0.314971281,0.556822374
Aatf,0.386875472,4.350533832,0.315056685,0.556822374
CG15293,-0.555597482,2.160123545,0.315073662,0.556822374
CG11279,-0.295154327,4.540152392,0.315176648,0.556900363
orb,0.444287251,1.23629175,0.315532085,0.557424306
Usf,0.247519679,5.181634825,0.315716955,0.557646785
msl-3,0.35248188,4.481005696,0.315833589,0.557748678
CG33695,0.426413486,4.264014722,0.316189978,0.558273851
CG32638,0.189878601,6.507319361,0.316409419,0.558454381
CG4098,0.338662028,1.957123148,0.316452678,0.558454381
Grasp65,-0.210488016,5.857137925,0.316496386,0.558454381
PlexA,0.200348019,7.159558321,0.316528308,0.558454381
CR42491,-0.25478892,5.050120999,0.316914356,0.559016784
Rsf1,-0.178544717,7.133029112,0.316965234,0.559016784
CG11125,-0.284657248,4.607706601,0.317169348,0.559272526
CG11403,0.330781212,2.690322767,0.3172573,0.559307891
CG5986,0.309491499,5.254534761,0.317307626,0.559307891
RanBPM,-0.17378582,7.0715393,0.31756773,0.559662109
bor,0.245936911,5.517591736,0.317853882,0.560062092
ear,0.374946358,5.163564858,0.317966666,0.560156505
rib,0.363483137,1.604115222,0.318208167,0.560477602
CG14864,0.339341337,2.930289659,0.31832347,0.56057634
Uhg2,0.326464817,2.933718122,0.318520618,0.560819145
RpL18A,0.182775854,9.501987117,0.318753856,0.561125393
Fbxl4,-0.231597166,5.332390987,0.318833987,0.56116205
CG12091,0.174897673,7.349360017,0.319192186,0.561688016
GATAd,0.228618217,5.752093094,0.319381289,0.56191628
CG32473,0.200621789,6.146284954,0.31956285,0.562125584
Pfrx,0.185201458,6.762857787,0.31961907,0.562125584
Ns1,0.304214046,5.350753856,0.319697501,0.562159033
mRpL1,0.303870989,5.052641526,0.319983441,0.562432845
CG1142,0.335927386,4.451366756,0.320004415,0.562432845
Sce,0.36594525,4.747945032,0.320049869,0.562432845
CG10431,0.365210107,2.121557833,0.320090982,0.562432845
CoRest,0.256067355,6.478965863,0.320532622,0.562943474
CG32055,0.370608544,0.761192109,0.320547858,0.562943474
CG15611,0.241267776,5.490565292,0.320568535,0.562943474
wls,0.390269756,5.207846173,0.320619571,0.562943474
CG8860,0.33144093,4.353522386,0.320758881,0.563083587
CG42271,-0.207074865,6.003799472,0.320990178,0.563385098
Sps2,0.214964439,5.792282284,0.321202396,0.563653018
c12.1,0.312183896,5.228000222,0.321421559,0.563933022
Hdc,0.620681214,3.870402213,0.321528403,0.564015897
CG1902,0.20426268,5.999735751,0.321707348,0.564225195
CSN6,0.357784506,4.963067814,0.321919795,0.564402383
Rbp9,0.240689845,7.100282444,0.321927675,0.564402383
shg,0.240305483,6.541233959,0.322145097,0.564678939
Ugt86De,0.327289662,4.258583637,0.322283058,0.564816132
cnir,-0.332832912,2.496871979,0.322436149,0.564979786
pad,-0.324034095,3.406152773,0.322668729,0.565282635
CLIP-190,0.166841558,9.71248689,0.323041928,0.565831677
Gbs-76A,0.300042605,5.060464568,0.323189329,0.565985088
Nsun5,0.366422167,3.582163639,0.323380052,0.566214296
skap,0.162312675,8.359522363,0.323502156,0.566323294
fwd,0.213031639,6.716474706,0.323863421,0.566850848
CG7069,0.368392286,1.023700856,0.324068931,0.567105645
CG4407,0.212008738,5.789689003,0.324163119,0.567125111
CG1789,0.355650642,4.583702892,0.324199929,0.567125111
RanBP3,0.304804036,5.591886346,0.324376555,0.567329198
Ext2,-0.232827275,5.279759787,0.324568749,0.567560432
CG4546,0.208818737,5.973690379,0.324663516,0.567621246
CG2225,-0.245125964,5.285367282,0.325015887,0.568132333
Csp,0.198406363,7.520126623,0.325231978,0.568329427
Spt-I,-0.323854062,3.53324874,0.325248768,0.568329427
CG30499,0.266795191,6.28217778,0.325336373,0.568377541
CG31549,0.288200453,5.565732259,0.325506957,0.568570579
CG1703,0.22506145,5.535967871,0.325599313,0.568626929
Iswi,0.364475373,6.022415507,0.325660743,0.568629259
CG32486,0.168573709,7.974404113,0.325777939,0.568728941
bc10,0.189971195,6.435047595,0.325913784,0.568852815
CG10347,0.310740746,4.585194325,0.325969136,0.568852815
sdt,0.18656329,6.537687321,0.32605567,0.568898904
Sin3A,-0.175575286,7.387663695,0.326503316,0.569511749
CR45409,-0.32723522,3.244703869,0.326527292,0.569511749
Kmn2,0.58178513,2.360533528,0.32664226,0.569562656
Psn,0.25508898,5.858341022,0.326676869,0.569562656
CG5435,0.337641997,2.022599331,0.326790216,0.56965531
Mesh1,0.325333673,2.956813839,0.32708006,0.57005554
IleRS,0.292992589,6.188004784,0.327238302,0.5702263
CG5757,0.407078894,3.185672894,0.327368265,0.57034773
Leash,0.296103186,4.249178149,0.327895878,0.571161782
Ubi-p5E,-0.184464469,6.652431378,0.328299925,0.571760333
Nab2,0.299512778,5.928295155,0.328379502,0.571793679
p38b,-0.218842546,5.633956066,0.329273761,0.573245322
mRpS35,-0.243080308,5.153269693,0.329511512,0.5735401
mim,0.202832388,6.179335226,0.329621806,0.5735401
Tom20,0.208095172,6.837924899,0.329642555,0.5735401
CG11655,0.219531708,5.753782308,0.329685543,0.5735401
frj,0.173205151,6.875620135,0.32979407,0.573623435
spin,0.181872965,6.624099753,0.329854838,0.573623685
CG10340,-0.219003141,5.681091611,0.32992639,0.573642687
CG16890,-0.291541897,4.477018652,0.330120128,0.573874085
CG16979,0.250218066,4.930463532,0.330945373,0.575202998
IntS3,0.206735243,6.669124872,0.331636902,0.576262928
CG15309,-0.206545518,5.762787467,0.331677014,0.576262928
CG34117,-0.227319343,5.323373856,0.332299272,0.57723806
Dg,-0.192180719,7.030689841,0.332476751,0.577440349
mRpL40,-0.279163583,4.492942909,0.332925042,0.578112819
RfC38,0.457395578,3.422785162,0.333024291,0.578179054
CG12112,0.375962275,4.727525424,0.333528418,0.578948062
CG42795,0.206734782,6.076369069,0.333614137,0.57899064
rtv,0.305794057,3.7479938,0.333713508,0.579056889
Usp15-31,-0.175981391,6.762997873,0.333924244,0.579316317
Scamp,0.208148047,6.541190709,0.334035434,0.579402984
CG30089,0.185426931,6.363593023,0.334424209,0.579919806
ND-20,0.159870532,7.907290168,0.33445597,0.579919806
CG6182,0.333867026,3.828195618,0.334677824,0.580198163
Ero1L,-0.198938328,5.975155467,0.33493122,0.580424879
CG33774,-0.270193246,4.721288584,0.334931287,0.580424879
CG9147,0.314337451,3.921600772,0.335165585,0.580643019
comm,0.315608618,3.580678835,0.335232577,0.580643019
NfI,-0.216800543,6.063023096,0.335241261,0.580643019
cbc,0.309053528,4.56602099,0.335387312,0.580676077
DCTN4-p62,-0.239562595,5.143129545,0.335446997,0.580676077
DIP-delta,0.328032524,1.954877955,0.335481522,0.580676077
Gug,0.222272736,7.056361218,0.335505825,0.580676077
pck,0.185559227,6.390715407,0.335634131,0.580734092
CG2277,0.287438956,4.471179706,0.335662096,0.580734092
CG11696,0.328364467,4.449392037,0.335985051,0.581186573
Bug22,0.199003174,6.040529617,0.336169892,0.581400022
CG15650,-0.329467764,2.129763508,0.336673282,0.582062259
Egfr,0.18927003,6.245150858,0.336784595,0.582062259
qjt,-0.36090292,1.267427099,0.336840504,0.582062259
CG13917,-0.1662118,7.327778542,0.336846014,0.582062259
nct,0.292594823,5.58869937,0.336868054,0.582062259
xit,0.295009543,4.100095399,0.336921897,0.582062259
CG5805,-0.206438505,5.736985952,0.33734619,0.582648479
kek6,-0.31830334,3.45107414,0.337384381,0.582648479
beta'COP,-0.18059083,6.562106259,0.337591048,0.58279875
Scr,0.728563653,2.423897331,0.337594583,0.58279875
CG18155,0.403114324,0.34067586,0.337889625,0.583201683
CG30349,0.284501894,4.626033451,0.338021778,0.583323375
CG12241,-0.238528448,5.123515464,0.338199306,0.583523311
mTTF,0.301933463,4.221403728,0.338319213,0.583561107
CG33108,-0.309778354,3.274598634,0.33834456,0.583561107
CG5880,0.365740066,3.622106697,0.338422968,0.583589962
CkIalpha,0.168038639,8.506511516,0.338505973,0.583626734
Atac3,-0.293463654,4.190299065,0.338579972,0.583647968
CG4709,0.300806834,4.586979546,0.338741828,0.583820614
CG15822,0.322978739,1.975560913,0.33898805,0.584138577
fs(1)h,0.173177722,7.394904028,0.339600357,0.585004021
CG2938,0.240701131,5.787268842,0.339613938,0.585004021
Nmt,0.275868587,5.36104313,0.339690193,0.585004698
CG3995,0.390405183,3.979226294,0.339737985,0.585004698
Aven,0.31630875,3.67267141,0.33982299,0.585044601
Fem-1,-0.183447643,6.416943303,0.34003141,0.585296927
Taf11,0.364539034,3.936714263,0.340275706,0.5856109
CG11247,0.201876839,5.880349953,0.340426911,0.585764581
Nhe1,-0.191324258,6.181189225,0.340532496,0.585839722
CG10960,-0.184279027,6.823140998,0.34067918,0.58597206
CG17597,0.236718528,5.129494085,0.340733277,0.58597206
CG14341,0.284438147,4.40605261,0.341100438,0.586496882
CG14684,-0.382566082,1.122704083,0.341574807,0.587205818
zf30C,0.227447052,6.361844324,0.341917953,0.587632247
CG32548,0.530523442,0.381100226,0.341947068,0.587632247
ytr,0.192652867,6.701837748,0.34231644,0.587862795
CG30456,0.184422959,6.483816612,0.342320851,0.587862795
CD98hc,0.155953974,7.642159382,0.342321159,0.587862795
CG14778,0.356103968,2.953805747,0.34232974,0.587862795
CG13014,-0.29230391,4.083307496,0.342626338,0.588265362
AP-1sigma,-0.166894929,7.056932037,0.342883152,0.58859949
CG6254,0.370873246,4.140533299,0.34340159,0.589382523
pgant3,0.256999171,5.088060692,0.343681116,0.589755298
Rab19,-0.257296553,4.853334191,0.344172045,0.59048552
RhoGDI,-0.195144586,7.278675615,0.344231465,0.59048552
Tie,-0.15439998,8.097288921,0.344364483,0.590606622
PK1-R,-0.244629882,5.177609326,0.344808948,0.591261738
Reg-2,0.306209857,3.227411286,0.344876333,0.591270132
Rip11,0.179160659,6.521333562,0.345015233,0.591397299
Mfe2,-0.165615657,7.161663517,0.345075511,0.591397299
CG4716,-0.664535632,3.875179331,0.345244755,0.591580201
CG10754,0.307414027,4.810009342,0.345353399,0.591659218
PGRP-SA,0.344194924,1.813250288,0.34544331,0.591696763
CG5734,0.23626242,5.175986064,0.345500382,0.591696763
CG3342,0.323669718,3.764051497,0.345665503,0.591840179
spag,-0.270051138,4.526116444,0.345760402,0.591840179
CG31638,0.195921626,5.896589921,0.345771773,0.591840179
RanGAP,0.445697537,5.468655869,0.346087904,0.591997989
stac,0.17981367,6.339579318,0.346137571,0.591997989
CG4968,0.297659892,5.331170831,0.346168911,0.591997989
CG14529,-0.331027354,3.113240414,0.346176045,0.591997989
l(2)37Cc,0.184319366,6.577109438,0.346221981,0.591997989
CG11836,-0.307764388,3.14893913,0.346239365,0.591997989
ATPsynbeta,-0.155021501,10.92205553,0.346336957,0.592057866
CG8368,0.299151657,4.681241532,0.346520917,0.592194652
CG14562,-0.192321338,6.012481971,0.346542146,0.592194652
RhoBTB,0.213285273,7.046894301,0.346735396,0.59240572
GCS2beta,-0.187419572,6.082476657,0.346790877,0.59240572
CG3803,-0.28042549,4.275121509,0.346885188,0.592459865
Usp8,-0.219210924,5.458529693,0.347186009,0.592866633
CG3226,-0.202307637,6.063168174,0.347317833,0.592984723
CR43281,0.389324561,0.825165527,0.347413603,0.593041225
CG11857,-0.17063253,7.009542715,0.347486101,0.593057988
CG33169,-0.244891582,4.966859146,0.347648932,0.593228889
snama,0.23861398,5.945690018,0.348451628,0.594491401
Ctr1B,0.296625965,4.232137781,0.348567634,0.594582107
PIG-C,0.312203808,2.683337322,0.348893766,0.594911299
Rpn8,-0.166650416,6.877025685,0.348911087,0.594911299
RpL34a,0.175277106,7.304934582,0.34894924,0.594911299
SsRbeta,-0.196392426,5.842840861,0.349277638,0.595363901
CG44004,0.324555297,1.934399022,0.349398659,0.595376203
Vps52,0.218094576,5.471182311,0.349424702,0.595376203
CG17715,0.30515359,4.480317139,0.349473624,0.595376203
Vps36,-0.263688017,4.672437073,0.349611672,0.595504166
CG13741,-0.383296171,0.71714027,0.349930024,0.595939145
CG5446,0.231456652,5.668888745,0.350157401,0.596219063
CG6511,-0.301107205,3.877859404,0.350620073,0.596708645
CG11638,0.278255227,4.221352576,0.350710503,0.596708645
CheB93a,1.236256349,4.309320046,0.350712965,0.596708645
CG3407,0.365610046,3.644235466,0.350778412,0.596708645
Ibf1,0.274294887,4.763924361,0.350810709,0.596708645
BCL7-like,0.421195642,4.157579937,0.350823313,0.596708645
alphaSnap,-0.153138948,8.035214624,0.351192625,0.597229442
CG2811,0.257995524,5.006204607,0.351268676,0.59725143
CG11980,0.283665742,5.43597084,0.351681085,0.597737188
CG6693,0.365986889,5.16789081,0.351719387,0.597737188
Vps39,0.360694379,4.560512513,0.351743887,0.597737188
CG11893,-0.332369801,1.726586241,0.351829872,0.597775947
CG13025,-0.303254445,2.88305523,0.351899577,0.597787037
RpL11,0.165404141,9.640266596,0.352044957,0.597926653
san,0.339631653,5.547448229,0.352220508,0.597938507
sgg,-0.172014699,8.282138112,0.352228873,0.597938507
CG32164,0.295583009,3.997158562,0.352241517,0.597938507
RpL12,0.161269577,9.446118412,0.352379979,0.598066253
Ptp4E,0.159328559,7.359685773,0.352573887,0.598135295
KLHL18,0.259927087,4.830264616,0.352574817,0.598135295
Ahcy,0.217901983,5.448795094,0.352610302,0.598135295
CG14253,0.319304983,2.79544759,0.352690339,0.598163827
CG17202,-0.241263492,4.97774454,0.352806682,0.598253912
ph-p,-0.196853878,5.829512463,0.352911607,0.598324606
Shawl,-0.322066351,1.988603557,0.353027297,0.598413523
mtRNApol,0.235139969,5.215780073,0.35313214,0.598484025
CG1636,0.161214566,6.939069407,0.353401954,0.598834042
Hel89B,-0.184342255,6.297338149,0.353513141,0.59891519
Sgt,0.210899259,6.286710027,0.353880729,0.599430623
CG9684,0.268887044,4.413317601,0.354106934,0.599706427
CG8066,0.177192929,7.09619202,0.354210053,0.599773716
Xpac,-0.297385662,3.967674749,0.354275318,0.599776893
Utx,0.273445237,5.825788583,0.354688906,0.600369665
CG10864,-0.318765389,2.840716792,0.355146808,0.600909933
Nf-YB,0.30673221,4.263095757,0.355276401,0.600909933
CG1718,-0.155888228,7.756012632,0.355313986,0.600909933
E(z),-0.204966258,5.627773825,0.35532123,0.600909933
mahe,-0.170914994,6.640162051,0.355325626,0.600909933
CG9870,0.310387582,2.155937477,0.355454396,0.600951111
CG1416,-0.185665107,6.957854186,0.355476999,0.600951111
CG12099,-0.152433608,7.972492068,0.355617939,0.601081983
CG15382,0.385304402,0.41957629,0.355757454,0.601210399
EfSec,-0.309910611,2.513981832,0.356062564,0.601478656
Rab5,-0.152318506,8.537233187,0.356152712,0.601478656
CG43841,0.545698213,4.015711769,0.35616368,0.601478656
dgt1,0.302716399,5.18145056,0.356170462,0.601478656
CG8199,-0.261534535,4.533298153,0.356238877,0.60148684
CenG1A,0.177543324,6.23130134,0.356463264,0.601758324
CG11377,-0.202032302,5.712821712,0.357176032,0.602854016
RfC4,-0.29050311,3.808491153,0.357302947,0.602960672
CheA46a,1.179678326,2.112213995,0.35779039,0.603675583
SP1173,-0.167665058,6.958450427,0.357905259,0.603712356
ND-B14.5A,0.173500765,6.541932528,0.357986397,0.603712356
CG14817,-0.215953872,5.310292627,0.358003596,0.603712356
CG6041,0.309338896,2.048525899,0.358146292,0.603845369
DCTN3-p24,0.213196082,5.528955059,0.358258539,0.603919389
stai,-0.151823881,8.326731088,0.358317845,0.603919389
Sep2,0.242582373,6.124614732,0.358916752,0.604821071
CG10710,0.382965019,1.015036159,0.359620901,0.605812598
CG14967,-0.252530214,5.580455953,0.359655526,0.605812598
Spt7,0.378075702,3.772018879,0.359757704,0.605812598
ade5,-0.298639008,4.234533076,0.359806704,0.605812598
hyd,0.175808125,7.156827848,0.359830317,0.605812598
Pol32,-0.292945693,3.839595945,0.359889306,0.605812598
m-cup,-0.243761102,5.274203693,0.360065818,0.606001915
Ku80,-0.287831041,3.81096824,0.3603695,0.60630578
ck,0.210183397,6.51525427,0.360395697,0.60630578
CG32103,0.156128339,7.501146,0.360482261,0.60630578
CG3635,0.294949045,3.670599136,0.360502676,0.60630578
CG9065,-0.190150875,5.862193778,0.3607691,0.606503198
gpp,0.242758373,6.295471027,0.360822992,0.606503198
CG31997,0.159004898,8.061188715,0.360825895,0.606503198
pdgy,0.15947108,8.006921808,0.360876454,0.606503198
homer,0.178200967,6.540688638,0.361024885,0.606558272
CG30389,-0.187768378,6.020770126,0.361037433,0.606558272
Tbp,-0.266112193,4.363744623,0.361392778,0.606982676
CG3857,0.303927273,3.07416352,0.36148383,0.606982676
Tif-IA,0.207869179,5.600762989,0.361493926,0.606982676
ix,0.358134694,3.820510957,0.361546646,0.606982676
CG1827,0.26598737,4.462473068,0.361795632,0.607292935
CG13298,0.235721202,5.794545067,0.362211824,0.607827462
CG4907,0.296152313,3.376491685,0.362242555,0.607827462
SF1,0.179845525,7.229077891,0.362429446,0.607937555
CG7974,0.330837759,3.765613062,0.362436667,0.607937555
Cypl,0.326304196,4.000810089,0.363133989,0.608892551
ppl,-0.214601303,5.320091688,0.363186518,0.608892551
Cenp-C,0.327113753,3.591820417,0.363199065,0.608892551
Kdm2,-0.169593609,6.624642994,0.363418943,0.609153239
