symbol,PN_36h_rep1,PN_36h_rep2,PN_36h_rep3,PN_adult_rep1,PN_adult_rep2,PN_adult_rep3
pall,6.072161143,6.292994603,6.492168538,6.248677185,6.591534656,6.554538018
path,7.224249157,6.88388522,7.074083048,7.1610842,7.522861884,7.435055548
CG3408,5.489654617,6.136162553,5.693362011,2.882002335,2.373325261,2.862008643
Or67a,0.254209339,0.158077041,0.620641262,0,0.35014255,1.057920648
Ir67a,0,0,0,0,0,0.069260254
CG3222,0.850272436,0,0.516062327,0,0,0
CG3088,1.231907565,1.009519467,0.809481815,0,0,0
CG3306,1.533416609,0.71096088,0.460785459,0,0,0.069260254
CG3335,3.106170048,3.5815858,3.699057797,2.868027938,3.807543594,3.057902139
Or67b,0,0,0,0,0,0.069260254
CG8336,5.718933346,5.834802713,6.030021443,6.440691957,6.338126133,6.56806103
CG8329,0,0,0.936477292,1.218133808,0,0
CG18179,0,0.158077041,0.343441058,0,0,0
CG18180,0.470264926,0,0,0,0,0
CG16717,6.036608491,6.396765954,6.239538538,6.78609378,6.894734622,6.811731711
CG16719,0.292540976,0.041172495,1.228908645,0.066775902,0.043373527,0.035045714
CG6767,6.911289516,6.945837595,7.169291616,8.304040734,8.419430877,8.245072835
CG6761,0.973361179,1.569773665,1.126066663,2.295225609,0.714518384,0.776600407
CG16711,5.810109629,5.200922595,5.326762236,6.389028862,6.312870573,6.395922251
CG18178,5.244072191,5.618075491,5.24118252,4.09651183,4.060709353,4.343591966
CG14174,0.771040734,0.71096088,0.516062327,1.203369782,0.513278718,1.218980474
defl,5.112319879,4.762434013,4.549434307,4.853144658,4.015140958,3.633364912
Naa60,5.109638637,5.214484592,5.247320764,5.6811843,5.661826744,5.673533853
CG6749,1.327308948,1.390218998,1.655458917,1.509728016,0.602981688,0.345376129
CG8177,1.727782409,2.065044865,1.605362592,8.254882124,8.217824627,8.122373726
Zasp67,0.401779573,0,0.075540634,0.033774261,0.126394328,0.035045714
Ilp2,0.132696544,0.081202514,0,5.149253352,3.344291506,3.027770298
CG10809,6.797611892,6.750990853,6.737926674,6.346407576,6.079522196,6.262737312
iPLA2-VIA,6.982995378,6.607174013,6.708566827,6.561026545,6.775204867,6.590689572
CG6707,6.300332105,6.394285427,6.405168828,5.992119257,6.08666663,5.909596688
nudE,5.820804599,5.830405462,5.734728097,6.607675776,6.358661028,6.684726476
CG6685,5.224378732,5.781889194,5.480580086,3.931626367,3.948255579,3.986586603
CG6674,4.425493611,4.647154601,4.706197878,4.206104492,4.309706653,4.615143148
CG14160,0.045601845,0,0,0,0.043373527,0.069260254
CG8072,0.089806327,0.19503084,0.075540634,0.033774261,0.24260175,0.373031704
CG6628,0.470264926,0,0,0,0,0
CG8065,0,0,0,0,0,0.373031704
Or67c,0,0,0,0.099039483,0.631684635,0
Or67d,0.174348395,0.398839565,0,0.334057725,0.166179293,0.288421873
CG12362,0,0,0,0,0.35014255,0
Ir67b,0,0,0,0,0.631684635,0.623833477
CG6527,0.089806327,0,0,0.066775902,0,0.135347252
CG8009,6.144675688,6.509245294,6.581525335,5.695102885,5.521255396,5.97083326
CG18628,0.132696544,0.490874211,0.460785459,0.099039483,0.043373527,0.600626626
CG14154,0.628476965,0.120151752,0.215700384,0.033774261,0,0
CG14153,0.43642859,0.785544823,1.015327048,1.950876008,1.170790315,1.879796878
CG8003,6.410638667,6.027672548,6.308675977,4.116350699,4.634401022,4.236632153
CG11811,5.841959587,5.958836209,5.794634919,6.705546817,7.026887408,6.887094744
NijA,1.381661402,0.632309912,1.324904867,0,0,0
CG12523,0,0.266214546,0,0.559476377,0.085481031,0.135347252
CG6418,6.383148918,6.262309749,6.320368808,6.632342476,6.164847654,6.403485174
Blos4,2.788458589,3.163687866,3.521351046,4.271263413,4.271458398,3.945731563
CG6409,1.270828368,0.120151752,1.090089724,0,0,0
galla-2,2.726807108,2.881457062,2.833531017,4.126168759,3.83248467,4.041476251
Cpr67Fa2,0,0,0,0.066775902,0,0
Cpr67Fb,0,0.041172495,0.075540634,0,0,0
Aps,8.291277394,8.274955024,8.137256352,7.564962892,7.761722267,7.715320168
CG7888,0.875744677,0.334050524,0.895375166,5.289536416,5.55910459,6.048994489
CG6321,0.366277874,0.120151752,1.053192621,0.066775902,1.319338022,0.135347252
Blos2,4.186890203,4.894676064,4.76727621,3.308332267,3.655108773,3.915488598
CG6310,5.710994989,5.930354919,5.993970295,3.783156722,3.416173818,3.795433142
CG7839,4.067621844,3.499029781,2.778079691,2.800962279,3.31804124,1.748706671
CG6279,1.270828368,0.988623391,1.703873911,0,0.74110543,0.734578078
CG6272,3.683689512,3.711603442,3.791568961,2.68883914,2.859323501,2.890992191
Elo68beta,0.132696544,0.19503084,0,0,0,0
CG12522,0,0,0,0,0,0.16728912
CG7638,6.968640595,7.363029575,7.11605775,7.11424972,7.273067083,7.164114053
FoxK,3.370871946,3.011447906,2.079071103,3.311777775,4.19898875,4.225297105
mRpL2,6.754923484,6.965688226,6.879018815,6.561750205,6.353285383,6.618755843
Ufd1-like,7.427385426,7.63169607,7.695680247,6.544647484,6.811723059,6.688170759
CG14143,0,0.158077041,0.075540634,0,0,0.035045714
wls,7.764726575,7.769572058,7.808951482,5.955692737,6.361876827,6.083406907
CG7616,4.867688337,4.268080807,4.474667002,2.766222905,3.557510291,3.520426871
CG14142,0,0.041172495,0,0.066775902,0,1.23414005
GlcAT-P,3.32074792,3.777044046,3.430762155,6.120947343,6.307877132,6.179042646
CG7607,2.138829956,2.170859845,2.097309615,2.895842669,3.820068028,3.128561618
CG14141,3.219933046,3.106646141,2.315546691,4.537180217,4.32296753,4.66073566
Plod,6.122902624,6.04738317,6.176602172,3.064635825,2.285737393,3.349987091
Ir68a,4.121850676,4.235193329,3.894236513,4.714247417,4.068603526,4.764876469
CG6175,1.467932039,0.901874222,0.976440789,0.943945139,0.573696073,1.293233921
CG7573,0.089806327,0,0,0.099039483,0,0
CG6168,0,0,0,0,0.914641953,0
CG6163,4.916061503,4.678481397,4.723914277,3.773193624,4.338286053,4.30642384
CG11726,0,0.300531207,0,0,0,0
CG7560,0,0,0,0,0.085481031,0
CG6149,0.470264926,0,0,0,0,0
CG7557,0,0.19503084,0.075540634,0,0.914641953,0
chrb,9.277745764,8.697907865,8.411831596,8.715445691,8.767516825,8.659856933
CG7512,0,0.158077041,0.403305984,0.161479554,0,0.16728912
CG7394,4.941915871,5.114349611,5.137041043,5.778399649,5.769874364,5.640490931
CG14137,0.045601845,0,0,0,0,0
CG7368,5.078440771,5.162956035,4.986164604,6.202557683,6.251777383,6.310897217
CG6091,6.074912883,5.789460257,5.700836337,5.598965708,5.523171626,5.576511483
Muc68Ca,0.089806327,0,0.343441058,0.099039483,0,1.404621044
CG6083,1.289901972,2.123721891,1.161168219,4.843654908,4.957121506,5.26212184
PCID2,5.269518503,5.140634536,5.402056655,3.967019881,3.893013771,3.769654767
CG6071,0.824342362,0.856461751,1.818247164,0.2787941,1.354202323,0.035045714
RIOK1,4.55530518,4.800400159,4.676178336,4.540120839,4.236846711,4.901707485
CG7339,4.819278757,4.894676064,4.892664072,3.656094589,4.344801668,4.607887342
Sugb,4.553333314,4.404491665,4.327926252,3.14409558,2.758818664,3.136651485
Pallidin,2.662402971,2.805827604,3.10991715,2.786176286,3.508054393,2.776577912
CG14135,4.45325341,4.864886091,4.735605487,3.904499497,3.995950965,4.503841774
CG11652,5.835483338,5.803736726,5.592498549,4.63118919,4.576523759,5.116336675
Dnai2,0.089806327,0.041172495,0,0,0,0.035045714
CG11658,5.658761424,5.645868383,5.737637923,7.095881366,7.042670268,7.011084601
crim,4.171546031,4.075913361,4.373536533,2.59014277,2.622462659,3.466890562
Bmcp,5.536323571,5.162956035,5.148018796,5.890942033,5.457550534,5.832632058
CG6024,8.217083291,7.985015144,7.952992132,6.789495841,6.668436994,6.490882243
Muc68D,0.366277874,0.577388071,0.460785459,0.852277114,1.591855642,1.672853741
CG14131,0,0.041172495,0,0,0.384278962,0
CG5964,0.875744677,1.569773665,1.053192621,1.358015262,1.354202323,2.62380847
CG10907,4.992274795,5.134702602,5.31901207,4.436615776,3.878117908,4.008793688
CG10361,0.949569261,1.274134361,1.161168219,0,2.303685542,2.594740597
CG14130,3.174472478,2.909521287,2.696682994,4.35547281,4.222766136,4.121102891
CG5946,7.434634303,7.590250846,7.476750347,9.187074289,9.28932338,9.197185546
CG11597,6.730698764,6.866451885,6.919301981,5.254157514,5.247590522,5.544945814
RpL10Ab,8.758627387,8.992615902,9.044895638,7.164423101,7.177141615,7.29502155
CG7264,0,0.081202514,0,0,0,0
CG5906,0.045601845,0,0,0,0,0
Sprn,0,0.334050524,0.215700384,0,0.279346616,1.218980474
CG5897,0,0.041172495,0,0.852277114,0.166179293,0.951880893
SdhAL,0,0,0,0.438612949,0.960617448,0.069260254
Rpt4R,0,0,0,0.099039483,0,0.069260254
CG5883,0,0,0,0,0,0.102682134
CG7252,0.045601845,0,0.670218812,0.130597294,0,0
CG17826,0,0,0,0.066775902,0,0
CG7248,0,1.185097719,0,0.066775902,0,0
CG14125,0.045601845,0,0,0.852277114,1.246975234,0.914728587
CG6938,0.089806327,0.120151752,0.147321929,1.646993946,2.211624936,1.705851653
CG6931,0.089806327,0.158077041,0.147321929,0.221328946,0,0.102682134
viaf,6.760916637,6.83643265,6.856440995,6.686430213,6.477075436,6.341841701
Pop2,7.751672629,7.926303759,8.146043919,7.4108371,7.521664282,7.534076342
CG6928,5.105607406,5.235700378,5.245277583,3.048204872,3.54624694,2.406842873
CG6793,0,0.158077041,0,0,0.937812835,0
ssp,4.717295803,5.15594438,5.287588233,4.935855232,4.766452428,5.191069934
CG11560,3.073521035,3.026903147,3.379520185,2.923131268,2.608090535,2.837402796
Ir68b,0,0.041172495,0,0.099039483,0,0
CG5645,3.302080417,2.858605868,2.755288299,2.751074652,2.719247763,2.491285186
Atg12,4.451136902,4.702741376,4.895272441,4.871938921,4.672886152,4.882593411
RhoGAP68F,7.263072743,7.494604047,7.155758313,7.066608672,7.040330544,6.639186044
CG5642,7.885827736,8.08806836,8.199785768,7.34047004,7.514457716,7.461461905
CG9760,4.777658359,4.893271356,4.923657493,3.575260776,3.009040512,3.353462059
Rh7,2.563985184,2.114106622,3.118872309,1.473269147,1.421500783,1.293233921
CG6910,0,0,0.215700384,3.680287117,3.630432534,2.812369991
thoc6,6.101470822,6.044854945,6.405168828,5.166482992,4.696852743,5.204601327
CG11529,0.132696544,0.300531207,0.516062327,0.250347622,0,1.091603205
CG5626,4.341145505,4.919729701,4.660931026,4.258821986,3.203213121,3.557055681
Pbgs,6.147292657,6.168458102,6.054731721,5.087275671,5.166543338,4.545453389
CG4300,8.399373767,8.532708937,8.562203287,8.376779966,8.409493913,8.369563998
CG10426,5.262293811,4.980523981,5.313172,7.179117476,7.473669612,7.426007402
CG4328,1.848480104,0.520292387,1.261622271,1.545288185,2.705812538,2.426772842
CG10418,5.647714274,6.02895236,6.187284083,4.64491333,4.094609765,4.247878837
CrzR,4.648766846,4.10532999,4.399491479,3.287484602,3.254866777,4.03066412
Ncc69,1.848480104,2.361715268,1.228908645,3.372429943,2.202087344,3.032113569
Smyd4-2,0.824342362,0.19503084,0,0,0.417626289,0
toe,0,0.398839565,0.075540634,0,0.126394328,0
CG10616,5.144112028,5.428408824,5.464862445,4.164786181,4.355596058,4.002167381
CG10663,0,0.266214546,0.215700384,0,0.043373527,0
CG10660,0.470264926,1.729434478,0.280984078,0.066775902,0.74110543,0
CG10657,0,0,0.147321929,0,0,0
CG10638,6.037314089,6.418900835,6.445770076,4.740051577,5.100057446,5.06956499
CG10681,4.986440645,5.295412197,5.163248654,4.654443133,4.342633064,3.735439142
CG10646,5.5323248,5.422577949,5.777771006,5.878216802,5.768259496,5.718019208
CG10654,6.394758476,6.520662539,6.505033728,6.493605852,6.65495484,6.876566641
nst,6.752777025,6.350938961,6.623817355,5.14249697,5.471511263,5.290497613
Tsf2,4.341145505,3.524659319,3.894236513,3.636993636,3.71668922,3.492331758
CG10688,4.715533495,4.601433853,4.936377452,4.159059055,3.948255579,3.661672379
CG4069,3.940618111,3.135448902,2.766729001,3.516751416,3.286799776,3.627636152
sowah,5.353505301,5.127551934,5.317068006,5.499743133,6.197013196,5.738761708
CG10984,8.360996554,8.415647684,8.405212777,8.171051991,7.984614154,7.821539883
CG10973,3.996837264,4.360439093,4.56262166,3.680287117,4.576523759,4.034998701
Hip1,3.605915209,3.899641464,3.459246325,3.052330187,3.154594401,3.275009839
CG10969,0.535646052,0.460843657,0,0,0,0.102682134
CG17666,0.254209339,0.785544823,0,0.099039483,0,0
CG10754,6.161601745,6.378810232,6.333891734,5.489130674,5.156701973,5.557805707
CG10960,6.346041377,6.202884168,6.537956004,8.018761918,8.158652155,8.0214067
CG10948,8.225156818,7.953011511,8.084519605,8.509947759,8.599809977,8.404217893
Wbp2,6.484934947,6.333436201,6.393223659,8.554256038,8.219598294,8.44642196
Ent3,8.640072797,8.2321214,8.192911501,8.948134946,8.989407368,8.968591912
CG10943,0.089806327,0,0.280984078,0,0,0
CG14120,0,0,0,2.555684292,0,0
CG14118,2.096124414,1.569773665,0.976440789,0.161479554,1.301584745,1.705851653
CG12520,0,0,0,0,0,0.035045714
CG10748,0,0,0,0,1.048393528,0.713098814
CG10749,0,0,0.280984078,0.066775902,0.043373527,0
CG11262,0,0,0,0,0,0.035045714
CG11263,0.045601845,0,0.670218812,0.066775902,0.085481031,0.345376129
CG14117,0,0.081202514,0,0,0.085481031,0
CG11261,0.045601845,0,0,0,0.315178801,0
MICAL-like,4.690632433,4.720276285,4.938908041,5.522224604,5.880142451,5.751987415
CG11267,7.973784352,8.260999525,8.285298486,7.954638874,7.84240507,8.109329919
mRpL20,5.936525206,5.990055354,6.093862652,6.30421948,6.216684464,6.059138683
ste14,5.039527009,5.146542181,5.305348283,2.882002335,4.112539163,3.970835717
AdenoK,5.751117514,6.048645623,5.941935584,7.17107781,6.89879932,7.00612562
SRm160,6.74502322,5.733255528,5.690361405,5.70888847,5.964357726,6.02195332
Syx13,5.819984718,5.686173363,5.581203518,5.777153916,5.574894598,5.162630281
CG11279,4.665294017,4.72185985,4.673141738,5.227954194,4.91395676,4.77008632
CG11251,0,0,0,0,0.043373527,0.069260254
CG17687,0,0.041172495,0.343441058,0.099039483,0.043373527,0
CG14107,0.214831388,0.785544823,0.215700384,0.066775902,0,0
CG14110,0.329880465,0.398839565,0.147321929,0.387282298,0.166179293,0
CG10171,4.459584368,4.594535471,4.312396664,5.345238641,5.297706356,5.464478796
Poc1,0.43642859,0.460843657,0.764538089,2.68883914,1.881987279,1.544962321
CG10222,2.698537383,2.515713808,2.732131067,2.194305663,2.103074201,1.810692915
CG10713,2.726807108,3.032018319,2.610417859,3.65066293,3.568686387,3.572047406
CG14109,0,0.430174687,0,0,0,0
cmb,6.415531671,6.009634943,6.263963936,6.452055775,6.22200313,5.954336478
CG10133,4.757245878,5.047725809,5.171879786,5.932380142,5.670498039,5.822637889
CG10116,0,0,0.343441058,0,0,0
CG10738,3.37534349,3.262744138,3.846513933,2.22386743,0.631684635,2.110882328
CG10089,4.613241715,4.841768787,4.457120132,6.795968491,6.931271927,6.891882121
Abp1,7.864515887,7.580901079,7.605774499,7.017604286,6.930550176,6.792659384
Tgi,3.18978572,2.887113751,2.778079691,2.231164185,2.153430023,3.087417506
Spt20,5.375992713,4.952471801,5.513209878,6.370975541,5.20046887,5.289590923
Liprin-beta,5.893528448,5.675589465,5.857513198,4.88933892,5.081971276,5.041833704
CG10710,2.54822987,2.471215304,3.386952842,1.602674079,0.513278718,0.914728587
CG8757,0.973361179,1.274134361,0.670218812,0.649368125,1.469991358,0.817433287
CG8745,2.556129034,2.180105394,2.185196033,7.952847,8.072621286,8.21661515
CG13737,3.234773714,3.749360734,3.965469399,3.039918684,3.0521471,3.440992657
CG8833,4.482563046,3.749360734,3.668887747,3.91586441,4.391704366,4.698114413
CG13738,0.045601845,0,0,0,0,0.035045714
CG17364,5.685114587,5.364963508,5.482315966,5.486846383,5.738878425,5.281404975
CG17362,0,0,0,0.033774261,0,0.035045714
CG9040,0,0.081202514,0,0,0,0
CG17361,3.563438983,4.259383856,4.093644499,2.967495656,3.245611718,3.466890562
CG17359,3.698039828,4.416276166,4.202957867,3.711925407,3.41204315,3.112244507
Nprl3,4.311119041,4.477550974,4.160221217,4.550366072,4.408388782,4.19268889
upSET,7.565619406,7.745251656,7.55883506,8.376779966,8.099840417,8.479596524
CG6650,8.572677315,8.370552195,8.415243244,8.387840477,8.399618422,8.239449504
CG6833,5.483454531,5.536740518,5.545117967,5.871811847,5.835345613,5.736767353
CG13484,3.985182342,4.174037927,4.502305509,3.709315222,3.203213121,3.803077683
CG8100,0.132696544,0.266214546,0.343441058,0,0.043373527,0
Sox21a,0.089806327,0.120151752,0,0,0.914641953,0
,0,0,0.895375166,0,0,0
CG7768,0.470264926,0.231061681,0.895375166,0,0.126394328,0.426801509
CG7924,0.045601845,0.041172495,0,0.53610018,1.301584745,0.755742239
CG7906,0.292540976,0.36680871,0.147321929,0.066775902,0,0
CG13482,0,0.266214546,0.280984078,0,0,0
CG13481,0.045601845,0.266214546,0.215700384,0,0,0
CG3868,0.366277874,0.231061681,0,0,0,0.259078775
CG3919,3.229843768,3.292887264,3.386952842,1.317456221,1.532209851,2.094362876
CG4613,0,0,0,0.033774261,0,0.069260254
Gbs-70E,0.797937693,0.430174687,1.630628187,0,0.659827649,0.288421873
CG9628,3.436532061,2.35356639,2.948503801,0.438612949,1.845695598,1.321897267
CG4914,2.250142238,2.433055153,3.145409019,0.649368125,0.867152957,0
CG5048,0,0,0.147321929,0,0,0
CG13477,0,0,0,0.033774261,0,0
CG17177,0.628476965,0.430174687,0.460785459,0.413175903,0.602981688,0.16728912
CG13476,0.089806327,0,0,0,0,0
CG13471,0,0.36680871,0,0,0.384278962,0
CG9384,4.363824886,4.620236067,4.47815091,4.703795121,4.990746908,5.139669156
CG17173,1.611301687,0.266214546,0.147321929,0,1.283610278,0.035045714
mop,8.259881172,7.858277992,7.80444858,7.624360229,8.12118866,7.798460489
bmm,5.670634477,5.85947044,6.202107119,5.125955667,4.820434893,4.603516278
Tdrd3,6.216836993,5.40494258,5.946972921,4.589215608,4.70024427,4.807305377
CG9425,8.133431306,7.840894916,7.694557557,8.385798621,8.172606511,8.363544998
CG17839,5.968692161,5.97020638,6.239538538,3.092947253,4.357745278,3.797985826
CG3349,0.045601845,0,0.215700384,0.033774261,0,0
CG5114,5.00675778,5.22121808,5.207996708,3.639737876,3.553765602,3.541906533
Zip71B,1.019799334,1.256761209,1.840072658,1.657864397,1.79584138,1.444269594
mRpL39,6.267030429,6.514280017,6.641791662,6.624051534,6.481024288,6.358798573
Reck,1.416791103,1.341607518,0.976440789,0.438612949,0.602981688,0.553062079
CG12310,0,0,0,0.033774261,0,0
CG13461,0,0.041172495,0,0,0,0
CG18649,0,0.041172495,0.075540634,0.066775902,0,0
EAChm,0.045601845,0,0,0,0,0
CG13460,0.045601845,0.041172495,0,0,0,0
Or71a,0,0,0.147321929,0.387282298,0.315178801,0
sstn,2.259848281,2.668050881,3.082713241,2.238424221,1.963277813,3.936493378
CG13458,0,0.120151752,0,0,0,0.102682134
Cep135,4.467982658,4.110174971,4.056839367,3.414700906,2.877412853,3.019044331
CG16959,0.214831388,1.030117199,0.670218812,0.099039483,0.867152957,0
CG13457,0.045601845,0.334050524,0.280984078,0,0,0
CG12316,5.948578248,5.820092786,5.770685777,5.071101992,5.405519662,5.089498292
Pex3,6.295621528,6.197203236,6.202107119,6.558128269,6.616879376,6.686794033
FucTA,7.497260204,7.60469939,7.385079976,7.118190693,7.304046947,7.352806425
Msh6,2.8084372,2.600793561,3.026716412,2.945483987,3.154594401,3.144696241
Prp31,6.324235325,6.18290226,6.186219444,5.567604911,5.467536249,5.389448953
CG6878,6.208716641,6.472090812,6.612765812,7.550270479,7.368882603,7.50234055
CG7011,5.617834839,5.650033107,5.679809861,4.61035504,4.66075188,4.887395723
CG6888,0,0.490874211,0,0,0,0
Best4,0.292540976,0.120151752,0.936477292,0,0.085481031,0
Best3,0,0,0.147321929,0,0,0.035045714
CG7255,0,0.19503084,0.280984078,0.438612949,0.914641953,0
Toll-6,8.929988145,8.772388395,8.586011003,7.19296321,7.430163661,7.471490874
CG7804,1.533416609,0.736253047,1.818247164,1.17338058,1.963277813,0
Ran-like,0,0.081202514,0,0,0.81804741,0
CG13455,0.366277874,0,0.147321929,0.099039483,0,0.837424361
CG7275,5.957552403,6.288727128,5.894486999,5.545093182,5.27172671,5.291403733
CG7272,3.169331729,2.980031671,3.180048673,4.018533485,4.309706653,4.054344748
CG7841,5.26711429,5.280445711,5.669180576,6.37468669,6.614185069,6.542410217
